HGNC	Tissue
BLOC1S2	epididymis
BLOC1S2	esophagus
BLOC1S2	fallopian tube
BLOC1S2	gallbladder
BLOC1S2	heart muscle
BLOC1S2	hippocampus
BLOC1S2	hippocampus
BLOC1S2	kidney
BLOC1S2	kidney
BLOC1S2	liver
BLOC1S2	liver
BLOC1S2	lung
BLOC1S2	lung
BLOC1S2	lymph node
BLOC1S2	lymph node
BLOC1S2	nasopharynx
BLOC1S2	breast
BLOC1S2	ovary
BLOC1S2	ovary
BLOC1S2	pancreas
BLOC1S2	pancreas
BLOC1S2	parathyroid gland
BLOC1S2	placenta
BLOC1S2	placenta
BLOC1S2	prostate
BLOC1S2	rectum
BLOC1S2	salivary gland
BLOC1S2	seminal vesicle
BLOC1S2	skeletal muscle
BLOC1S2	skin 1
BLOC1S2	skin 1
BLOC1S2	skin 1
BLOC1S2	colon
BLOC1S2	skin 2
BLOC1S2	small intestine
BLOC1S2	smooth muscle
BLOC1S2	soft tissue 1
BLOC1S2	soft tissue 1
BLOC1S2	soft tissue 1
BLOC1S2	soft tissue 2
BLOC1S2	soft tissue 2
BLOC1S2	soft tissue 2
BLOC1S2	spleen
BLOC1S2	spleen
BLOC1S2	stomach 1
BLOC1S2	stomach 2
BLOC1S2	testis
BLOC1S2	testis
BLOC1S2	thyroid gland
BLOC1S2	tonsil
BLOC1S2	tonsil
BLOC1S2	tonsil
BLOC1S2	urinary bladder
BLOC1S2	vagina
BLOC1S2	skin 1
BLOC1S2	oral mucosa
ATP2A1	rectum
ATP2A1	ovary
ATP2A1	pancreas
ATP2A1	pancreas
ATP2A1	placenta
ATP2A1	placenta
ATP2A1	prostate
ATP2A1	parathyroid gland
ATP2A1	cerebellum
ATP2A1	cerebellum
ATP2A1	cerebral cortex
ATP2A1	cerebellum
ATP2A1	cerebral cortex
ATP2A1	cerebral cortex
ATP2A1	cervix, uterine
ATP2A1	cervix, uterine
ATP2A1	colon
ATP2A1	colon
ATP2A1	colon
ATP2A1	duodenum
ATP2A1	endometrium 1
ATP2A1	endometrium 1
ATP2A1	endometrium 2
ATP2A1	endometrium 2
ATP2A1	cerebral cortex
ATP2A1	fallopian tube
ATP2A1	gallbladder
ATP2A1	heart muscle
ATP2A1	hippocampus
ATP2A1	hippocampus
ATP2A1	kidney
ATP2A1	kidney
ATP2A1	liver
ATP2A1	liver
ATP2A1	lung
ATP2A1	lung
ATP2A1	lymph node
ATP2A1	lymph node
ATP2A1	nasopharynx
ATP2A1	oral mucosa
ATP2A1	adrenal gland
ATP2A1	appendix
ATP2A1	appendix
ATP2A1	bone marrow
ATP2A1	breast
ATP2A1	breast
ATP2A1	breast
ATP2A1	bronchus
ATP2A1	caudate
ATP2A1	salivary gland
ATP2A1	seminal vesicle
ATP2A1	skeletal muscle
ATP2A1	skin 1
ATP2A1	skin 1
ATP2A1	skin 1
ATP2A1	skin 1
ATP2A1	skin 2
ATP2A1	small intestine
ATP2A1	smooth muscle
ATP2A1	soft tissue 1
ATP2A1	soft tissue 1
ATP2A1	soft tissue 1
ATP2A1	soft tissue 2
ATP2A1	soft tissue 2
ATP2A1	epididymis
ATP2A1	esophagus
ATP2A1	spleen
ATP2A1	spleen
ATP2A1	stomach 1
ATP2A1	stomach 2
ATP2A1	testis
ATP2A1	testis
ATP2A1	thyroid gland
ATP2A1	tonsil
ATP2A1	tonsil
ATP2A1	tonsil
ATP2A1	urinary bladder
ATP2A1	vagina
ATP2A1	soft tissue 2
ATP2A1	caudate
BORCS6	oral mucosa
BORCS6	ovary
BORCS6	nasopharynx
BORCS6	breast
BORCS6	bronchus
BORCS6	ovary
BORCS6	caudate
BORCS6	cerebellum
BORCS6	cerebellum
BORCS6	caudate
BORCS6	cerebral cortex
BORCS6	cerebral cortex
BORCS6	cerebral cortex
BORCS6	cerebral cortex
BORCS6	cervix, uterine
BORCS6	cervix, uterine
BORCS6	colon
BORCS6	colon
BORCS6	colon
BORCS6	duodenum
BORCS6	endometrium 1
BORCS6	endometrium 1
BORCS6	cerebellum
BORCS6	epididymis
BORCS6	esophagus
BORCS6	fallopian tube
BORCS6	gallbladder
BORCS6	heart muscle
BORCS6	hippocampus
BORCS6	hippocampus
BORCS6	kidney
BORCS6	kidney
BORCS6	liver
BORCS6	liver
BORCS6	lung
BORCS6	lung
BORCS6	lymph node
BORCS6	lymph node
BORCS6	adrenal gland
BORCS6	appendix
BORCS6	appendix
BORCS6	bone marrow
BORCS6	breast
BORCS6	pancreas
BORCS6	pancreas
BORCS6	parathyroid gland
BORCS6	placenta
BORCS6	placenta
BORCS6	prostate
BORCS6	rectum
BORCS6	salivary gland
BORCS6	seminal vesicle
BORCS6	skeletal muscle
BORCS6	skin 1
BORCS6	skin 1
BORCS6	skin 1
BORCS6	skin 2
BORCS6	small intestine
BORCS6	smooth muscle
BORCS6	soft tissue 1
BORCS6	soft tissue 1
BORCS6	soft tissue 1
BORCS6	endometrium 2
BORCS6	endometrium 2
BORCS6	soft tissue 1
BORCS6	soft tissue 2
BORCS6	soft tissue 2
BORCS6	spleen
BORCS6	spleen
BORCS6	stomach 1
BORCS6	stomach 2
BORCS6	testis
BORCS6	testis
BORCS6	thyroid gland
BORCS6	tonsil
BORCS6	tonsil
BORCS6	tonsil
BORCS6	urinary bladder
BORCS6	vagina
BORCS6	breast
MYO6	breast
MYO6	breast
MYO6	appendix
MYO6	bone marrow
MYO6	caudate
MYO6	caudate
MYO6	breast
MYO6	bronchus
MYO6	cerebellum
MYO6	cerebral cortex
MYO6	appendix
MYO6	cerebral cortex
MYO6	cerebral cortex
MYO6	cervix, uterine
MYO6	cervix, uterine
MYO6	colon
MYO6	colon
MYO6	duodenum
MYO6	endometrium 1
MYO6	cerebellum
MYO6	cerebellum
MYO6	endometrium 2
MYO6	endometrium 2
MYO6	cerebral cortex
MYO6	esophagus
MYO6	fallopian tube
MYO6	gallbladder
MYO6	heart muscle
MYO6	hippocampus
MYO6	hippocampus
MYO6	kidney
MYO6	kidney
MYO6	liver
MYO6	liver
MYO6	lung
MYO6	lung
MYO6	epididymis
MYO6	adrenal gland
MYO6	lymph node
MYO6	nasopharynx
MYO6	oral mucosa
MYO6	ovary
MYO6	pancreas
MYO6	pancreas
MYO6	parathyroid gland
MYO6	placenta
MYO6	prostate
MYO6	rectum
MYO6	salivary gland
MYO6	seminal vesicle
MYO6	skeletal muscle
MYO6	skin 1
MYO6	skin 1
MYO6	skin 1
MYO6	skin 1
MYO6	skin 2
MYO6	small intestine
MYO6	smooth muscle
MYO6	soft tissue 1
MYO6	soft tissue 1
MYO6	endometrium 1
MYO6	soft tissue 1
MYO6	soft tissue 2
MYO6	soft tissue 2
MYO6	soft tissue 2
MYO6	spleen
MYO6	spleen
MYO6	stomach 1
MYO6	stomach 2
MYO6	testis
MYO6	testis
MYO6	thyroid gland
MYO6	tonsil
MYO6	tonsil
MYO6	tonsil
MYO6	urinary bladder
MYO6	vagina
MYO6	lymph node
MYO6	soft tissue 1
MYO1C	appendix
MYO1C	appendix
MYO1C	bone marrow
MYO1C	adrenal gland
MYO1C	breast
MYO1C	breast
MYO1C	bronchus
MYO1C	breast
MYO1C	caudate
MYO1C	cerebellum
MYO1C	cerebellum
MYO1C	caudate
MYO1C	seminal vesicle
MYO1C	skeletal muscle
MYO1C	skin 1
MYO1C	skin 1
MYO1C	skin 1
MYO1C	skin 1
MYO1C	skin 2
MYO1C	small intestine
MYO1C	smooth muscle
MYO1C	soft tissue 1
MYO1C	soft tissue 1
MYO1C	soft tissue 1
MYO1C	soft tissue 2
MYO1C	soft tissue 2
MYO1C	soft tissue 2
MYO1C	spleen
MYO1C	spleen
MYO1C	stomach 1
MYO1C	testis
MYO1C	thyroid gland
MYO1C	tonsil
MYO1C	tonsil
MYO1C	tonsil
MYO1C	urinary bladder
MYO1C	vagina
MYO1C	lung
MYO1C	lung
MYO1C	lymph node
MYO1C	lymph node
MYO1C	nasopharynx
MYO1C	oral mucosa
MYO1C	ovary
MYO1C	ovary
MYO1C	pancreas
MYO1C	pancreas
MYO1C	parathyroid gland
MYO1C	placenta
MYO1C	placenta
MYO1C	prostate
MYO1C	cerebellum
MYO1C	cerebral cortex
MYO1C	cerebral cortex
MYO1C	cerebral cortex
MYO1C	cerebral cortex
MYO1C	cervix, uterine
MYO1C	cervix, uterine
MYO1C	colon
MYO1C	colon
MYO1C	colon
MYO1C	duodenum
MYO1C	endometrium 1
MYO1C	endometrium 1
MYO1C	endometrium 2
MYO1C	endometrium 2
MYO1C	epididymis
MYO1C	esophagus
MYO1C	fallopian tube
MYO1C	gallbladder
MYO1C	stomach 2
MYO1C	testis
MYO1C	hippocampus
MYO1C	kidney
MYO1C	kidney
MYO1C	liver
MYO1C	liver
MYO1C	hippocampus
MYO1C	rectum
MYO1C	salivary gland
MYO1C	heart muscle
UVRAG	nasopharynx
UVRAG	lymph node
UVRAG	pancreas
UVRAG	parathyroid gland
UVRAG	placenta
UVRAG	placenta
UVRAG	prostate
UVRAG	rectum
UVRAG	salivary gland
UVRAG	seminal vesicle
UVRAG	skeletal muscle
UVRAG	skin 1
UVRAG	skin 1
UVRAG	skin 1
UVRAG	ovary
UVRAG	small intestine
UVRAG	smooth muscle
UVRAG	soft tissue 1
UVRAG	soft tissue 1
UVRAG	soft tissue 1
UVRAG	soft tissue 2
UVRAG	soft tissue 2
UVRAG	soft tissue 2
UVRAG	soft tissue 2
UVRAG	spleen
UVRAG	spleen
UVRAG	stomach 1
UVRAG	stomach 2
UVRAG	testis
UVRAG	testis
UVRAG	thyroid gland
UVRAG	tonsil
UVRAG	tonsil
UVRAG	tonsil
UVRAG	urinary bladder
UVRAG	vagina
UVRAG	liver
UVRAG	liver
UVRAG	lung
UVRAG	oral mucosa
UVRAG	ovary
UVRAG	adrenal gland
UVRAG	appendix
UVRAG	appendix
UVRAG	bone marrow
UVRAG	breast
UVRAG	breast
UVRAG	breast
UVRAG	bronchus
UVRAG	caudate
UVRAG	caudate
UVRAG	cerebellum
UVRAG	cerebellum
UVRAG	cerebellum
UVRAG	skin 1
UVRAG	skin 2
UVRAG	cerebral cortex
UVRAG	cerebral cortex
UVRAG	cervix, uterine
UVRAG	colon
UVRAG	colon
UVRAG	colon
UVRAG	duodenum
UVRAG	endometrium 1
UVRAG	endometrium 1
UVRAG	endometrium 2
UVRAG	endometrium 2
UVRAG	epididymis
UVRAG	esophagus
UVRAG	fallopian tube
UVRAG	gallbladder
UVRAG	heart muscle
UVRAG	hippocampus
UVRAG	hippocampus
UVRAG	kidney
UVRAG	kidney
UVRAG	lymph node
UVRAG	cerebral cortex
UVRAG	cerebral cortex
UVRAG	lung
TGM2	soft tissue 2
TGM2	oral mucosa
TGM2	pancreas
TGM2	parathyroid gland
TGM2	placenta
TGM2	placenta
TGM2	prostate
TGM2	rectum
TGM2	salivary gland
TGM2	seminal vesicle
TGM2	skeletal muscle
TGM2	skin 1
TGM2	skin 1
TGM2	skin 1
TGM2	skin 1
TGM2	skin 2
TGM2	small intestine
TGM2	smooth muscle
TGM2	soft tissue 1
TGM2	soft tissue 1
TGM2	soft tissue 1
TGM2	soft tissue 2
TGM2	soft tissue 2
TGM2	endometrium 2
TGM2	epididymis
TGM2	esophagus
TGM2	fallopian tube
TGM2	gallbladder
TGM2	heart muscle
TGM2	hippocampus
TGM2	hippocampus
TGM2	kidney
TGM2	kidney
TGM2	liver
TGM2	liver
TGM2	lung
TGM2	lung
TGM2	lymph node
TGM2	lymph node
TGM2	nasopharynx
TGM2	adrenal gland
TGM2	ovary
TGM2	pancreas
TGM2	bone marrow
TGM2	breast
TGM2	breast
TGM2	breast
TGM2	bronchus
TGM2	caudate
TGM2	caudate
TGM2	cerebellum
TGM2	cerebellum
TGM2	cerebellum
TGM2	cerebral cortex
TGM2	cerebral cortex
TGM2	cerebral cortex
TGM2	cerebral cortex
TGM2	cervix, uterine
TGM2	cervix, uterine
TGM2	colon
TGM2	colon
TGM2	colon
TGM2	duodenum
TGM2	endometrium 1
TGM2	endometrium 1
TGM2	soft tissue 2
TGM2	spleen
TGM2	spleen
TGM2	stomach 1
TGM2	stomach 2
TGM2	testis
TGM2	testis
TGM2	thyroid gland
TGM2	tonsil
TGM2	tonsil
TGM2	tonsil
TGM2	urinary bladder
TGM2	vagina
TGM2	appendix
TGM2	endometrium 2
TGM2	appendix
DCTN1	adrenal gland
DCTN1	breast
DCTN1	breast
DCTN1	caudate
DCTN1	caudate
DCTN1	appendix
DCTN1	bone marrow
DCTN1	cerebellum
DCTN1	cerebral cortex
DCTN1	cerebral cortex
DCTN1	cerebral cortex
DCTN1	cerebral cortex
DCTN1	cervix, uterine
DCTN1	cervix, uterine
DCTN1	breast
DCTN1	bronchus
DCTN1	colon
DCTN1	colon
DCTN1	cerebellum
DCTN1	cerebellum
DCTN1	endometrium 1
DCTN1	endometrium 2
DCTN1	endometrium 2
DCTN1	epididymis
DCTN1	esophagus
DCTN1	fallopian tube
DCTN1	gallbladder
DCTN1	heart muscle
DCTN1	hippocampus
DCTN1	hippocampus
DCTN1	kidney
DCTN1	duodenum
DCTN1	endometrium 1
DCTN1	kidney
DCTN1	liver
DCTN1	liver
DCTN1	lung
DCTN1	lung
DCTN1	lymph node
DCTN1	lymph node
DCTN1	nasopharynx
DCTN1	oral mucosa
DCTN1	ovary
DCTN1	ovary
DCTN1	pancreas
DCTN1	pancreas
DCTN1	placenta
DCTN1	prostate
DCTN1	rectum
DCTN1	salivary gland
DCTN1	seminal vesicle
DCTN1	skeletal muscle
DCTN1	skin 1
DCTN1	skin 1
DCTN1	skin 1
DCTN1	colon
DCTN1	skin 2
DCTN1	small intestine
DCTN1	smooth muscle
DCTN1	soft tissue 1
DCTN1	soft tissue 1
DCTN1	soft tissue 2
DCTN1	soft tissue 2
DCTN1	soft tissue 2
DCTN1	soft tissue 2
DCTN1	spleen
DCTN1	spleen
DCTN1	stomach 1
DCTN1	stomach 2
DCTN1	testis
DCTN1	testis
DCTN1	thyroid gland
DCTN1	tonsil
DCTN1	tonsil
DCTN1	tonsil
DCTN1	urinary bladder
DCTN1	vagina
DCTN1	skin 1
VPS16	nasopharynx
VPS16	ovary
VPS16	pancreas
VPS16	pancreas
VPS16	parathyroid gland
VPS16	rectum
VPS16	salivary gland
VPS16	seminal vesicle
VPS16	skeletal muscle
VPS16	skin 1
VPS16	skin 1
VPS16	skin 1
VPS16	skin 1
VPS16	oral mucosa
VPS16	small intestine
VPS16	smooth muscle
VPS16	soft tissue 1
VPS16	soft tissue 1
VPS16	soft tissue 1
VPS16	soft tissue 1
VPS16	soft tissue 2
VPS16	soft tissue 2
VPS16	spleen
VPS16	spleen
VPS16	stomach 1
VPS16	stomach 2
VPS16	skin 2
VPS16	gallbladder
VPS16	heart muscle
VPS16	hippocampus
VPS16	hippocampus
VPS16	kidney
VPS16	kidney
VPS16	liver
VPS16	liver
VPS16	lung
VPS16	lung
VPS16	lymph node
VPS16	lymph node
VPS16	adrenal gland
VPS16	appendix
VPS16	appendix
VPS16	bone marrow
VPS16	breast
VPS16	breast
VPS16	placenta
VPS16	prostate
VPS16	caudate
VPS16	caudate
VPS16	cerebellum
VPS16	cerebellum
VPS16	cerebellum
VPS16	cerebral cortex
VPS16	cerebral cortex
VPS16	cerebral cortex
VPS16	cerebral cortex
VPS16	cervix, uterine
VPS16	colon
VPS16	colon
VPS16	colon
VPS16	duodenum
VPS16	endometrium 1
VPS16	endometrium 1
VPS16	endometrium 2
VPS16	endometrium 2
VPS16	epididymis
VPS16	esophagus
VPS16	fallopian tube
VPS16	testis
VPS16	testis
VPS16	thyroid gland
VPS16	tonsil
VPS16	tonsil
VPS16	tonsil
VPS16	urinary bladder
VPS16	vagina
VPS16	breast
VPS16	bronchus
PLEKHM1	appendix
PLEKHM1	adrenal gland
PLEKHM1	appendix
PLEKHM1	bronchus
PLEKHM1	caudate
PLEKHM1	caudate
PLEKHM1	cerebellum
PLEKHM1	cerebellum
PLEKHM1	cerebellum
PLEKHM1	cerebral cortex
PLEKHM1	cerebral cortex
PLEKHM1	cerebral cortex
PLEKHM1	cerebral cortex
PLEKHM1	bone marrow
PLEKHM1	breast
PLEKHM1	colon
PLEKHM1	colon
PLEKHM1	colon
PLEKHM1	duodenum
PLEKHM1	endometrium 1
PLEKHM1	endometrium 1
PLEKHM1	endometrium 2
PLEKHM1	endometrium 2
PLEKHM1	epididymis
PLEKHM1	esophagus
PLEKHM1	fallopian tube
PLEKHM1	cervix, uterine
PLEKHM1	cervix, uterine
PLEKHM1	heart muscle
PLEKHM1	hippocampus
PLEKHM1	hippocampus
PLEKHM1	kidney
PLEKHM1	kidney
PLEKHM1	liver
PLEKHM1	liver
PLEKHM1	lung
PLEKHM1	lung
PLEKHM1	lymph node
PLEKHM1	lymph node
PLEKHM1	nasopharynx
PLEKHM1	oral mucosa
PLEKHM1	ovary
PLEKHM1	breast
PLEKHM1	breast
PLEKHM1	pancreas
PLEKHM1	parathyroid gland
PLEKHM1	placenta
PLEKHM1	prostate
PLEKHM1	rectum
PLEKHM1	salivary gland
PLEKHM1	seminal vesicle
PLEKHM1	skeletal muscle
PLEKHM1	skin 1
PLEKHM1	skin 1
PLEKHM1	skin 1
PLEKHM1	skin 1
PLEKHM1	skin 2
PLEKHM1	small intestine
PLEKHM1	smooth muscle
PLEKHM1	soft tissue 1
PLEKHM1	soft tissue 2
PLEKHM1	soft tissue 2
PLEKHM1	soft tissue 2
PLEKHM1	spleen
PLEKHM1	spleen
PLEKHM1	stomach 1
PLEKHM1	stomach 2
PLEKHM1	gallbladder
PLEKHM1	testis
PLEKHM1	thyroid gland
PLEKHM1	tonsil
PLEKHM1	tonsil
PLEKHM1	tonsil
PLEKHM1	urinary bladder
PLEKHM1	vagina
PLEKHM1	pancreas
PLEKHM1	testis
BORCS8	pancreas
BORCS8	adrenal gland
BORCS8	appendix
BORCS8	parathyroid gland
BORCS8	pancreas
BORCS8	prostate
BORCS8	rectum
BORCS8	salivary gland
BORCS8	placenta
BORCS8	skeletal muscle
BORCS8	skin 1
BORCS8	skin 1
BORCS8	skin 1
BORCS8	skin 1
BORCS8	skin 2
BORCS8	small intestine
BORCS8	smooth muscle
BORCS8	soft tissue 1
BORCS8	soft tissue 1
BORCS8	soft tissue 2
BORCS8	soft tissue 2
BORCS8	seminal vesicle
BORCS8	spleen
BORCS8	stomach 1
BORCS8	stomach 2
BORCS8	testis
BORCS8	testis
BORCS8	thyroid gland
BORCS8	tonsil
BORCS8	tonsil
BORCS8	tonsil
BORCS8	urinary bladder
BORCS8	vagina
BORCS8	hippocampus
BORCS8	kidney
BORCS8	kidney
BORCS8	liver
BORCS8	liver
BORCS8	lung
BORCS8	lung
BORCS8	lymph node
BORCS8	lymph node
BORCS8	nasopharynx
BORCS8	appendix
BORCS8	bone marrow
BORCS8	breast
BORCS8	breast
BORCS8	breast
BORCS8	bronchus
BORCS8	caudate
BORCS8	caudate
BORCS8	cerebellum
BORCS8	cerebellum
BORCS8	cerebellum
BORCS8	cerebral cortex
BORCS8	cerebral cortex
BORCS8	cerebral cortex
BORCS8	cerebral cortex
BORCS8	cervix, uterine
BORCS8	colon
BORCS8	colon
BORCS8	soft tissue 2
BORCS8	spleen
BORCS8	endometrium 1
BORCS8	endometrium 1
BORCS8	endometrium 2
BORCS8	endometrium 2
BORCS8	epididymis
BORCS8	esophagus
BORCS8	fallopian tube
BORCS8	gallbladder
BORCS8	heart muscle
BORCS8	hippocampus
BORCS8	colon
BORCS8	duodenum
BORCS8	oral mucosa
BORCS8	ovary
TXNIP	adrenal gland
TXNIP	breast
TXNIP	appendix
TXNIP	appendix
TXNIP	bone marrow
TXNIP	breast
TXNIP	bronchus
TXNIP	caudate
TXNIP	caudate
TXNIP	cerebellum
TXNIP	cerebellum
TXNIP	cerebellum
TXNIP	cerebral cortex
TXNIP	cerebral cortex
TXNIP	cerebral cortex
TXNIP	cerebral cortex
TXNIP	cervix, uterine
TXNIP	cervix, uterine
TXNIP	colon
TXNIP	colon
TXNIP	duodenum
TXNIP	endometrium 1
TXNIP	endometrium 1
TXNIP	endometrium 2
TXNIP	endometrium 2
TXNIP	epididymis
TXNIP	esophagus
TXNIP	fallopian tube
TXNIP	gallbladder
TXNIP	heart muscle
TXNIP	hippocampus
TXNIP	hippocampus
TXNIP	kidney
TXNIP	kidney
TXNIP	liver
TXNIP	liver
TXNIP	lung
TXNIP	lung
TXNIP	lymph node
TXNIP	lymph node
TXNIP	nasopharynx
TXNIP	oral mucosa
TXNIP	ovary
TXNIP	pancreas
TXNIP	breast
TXNIP	parathyroid gland
TXNIP	placenta
TXNIP	placenta
TXNIP	prostate
TXNIP	rectum
TXNIP	salivary gland
TXNIP	seminal vesicle
TXNIP	skeletal muscle
TXNIP	skin 1
TXNIP	skin 1
TXNIP	skin 1
TXNIP	skin 1
TXNIP	skin 2
TXNIP	small intestine
TXNIP	smooth muscle
TXNIP	soft tissue 1
TXNIP	soft tissue 1
TXNIP	soft tissue 1
TXNIP	soft tissue 1
TXNIP	soft tissue 2
TXNIP	soft tissue 2
TXNIP	soft tissue 2
TXNIP	spleen
TXNIP	spleen
TXNIP	stomach 1
TXNIP	stomach 2
TXNIP	testis
TXNIP	testis
TXNIP	thyroid gland
TXNIP	tonsil
TXNIP	tonsil
TXNIP	tonsil
TXNIP	urinary bladder
TXNIP	vagina
TXNIP	pancreas
